Data from FLMT021711__17__17-06-55-800.txt Node

Date: Tue Nov 05 17:06:55 CET 2024
User: Etudiants TP
Spectrometer: FLMT02171
Trigger mode: 0
Integration Time (sec): 1.000000E-1
Scans to average: 5
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 15
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 3648
>>>>>Begin Spectral Data<<<<<
194.658	-57.69
194.923	-55.71
195.188	-47.82
195.453	-47.23
195.717	-40.73
195.982	-37.4
196.247	-35.91
196.512	-37.64
196.777	-35.95
197.042	-34.07
197.307	-32.91
197.572	-28.23
197.837	-29.4
198.101	-28.27
198.366	-25.8
198.631	-23.55
198.896	-17.95
199.161	-12.01
199.425	-4.69
199.69	3.18
199.955	3.21
200.22	0.91
200.484	1.35
200.749	1.88
201.014	3.24
201.278	3.79
201.543	4.8
201.807	4.52
202.072	5.94
202.337	4.99
202.601	6.5
202.866	4.89
203.13	6.92
203.395	4.69
203.659	5.54
203.924	2.27
204.189	1.86
204.453	2.09
204.717	4.55
204.982	5.31
205.246	5.75
205.511	6.97
205.775	5.21
206.04	10.39
206.304	11.71
206.568	12.34
206.833	12.53
207.097	13.75
207.361	16.96
207.626	20.03
207.89	21.29
208.154	22.2
208.419	23.72
208.683	23.74
208.947	25.97
209.211	25.95
209.476	24.92
209.74	24.92
210.004	25.02
210.268	25.05
210.532	27.74
210.796	26.84
211.061	27.89
211.325	28.37
211.589	25.69
211.853	25.02
212.117	26.98
212.381	27.24
212.645	29.35
212.909	29
213.173	28.43
213.437	29.56
213.701	28.93
213.965	30.51
214.229	27.21
214.493	27.45
214.757	26.3
215.021	24.99
215.285	27.85
215.549	29.29
215.813	25.7
216.077	24.54
216.34	26.73
216.604	25.98
216.868	26.95
217.132	27.33
217.396	26.97
217.659	28.26
217.923	24.85
218.187	23.67
218.451	23.06
218.714	20.69
218.978	20.96
219.242	21.92
219.505	21.42
219.769	25.09
220.033	25.78
220.296	25.73
220.56	26.13
220.824	22.72
221.087	23.61
221.351	22.26
221.614	21.32
221.878	22.44
222.142	19.75
