Data from led_4000k_2_FLMT021711__9__17-33-24-057.txt Node

Date: Tue Nov 05 17:33:24 CET 2024
User: Etudiants TP
Spectrometer: FLMT02171
Trigger mode: 0
Integration Time (sec): 1,000000E-1
Scans to average: 5
Electric dark correction enabled: true
Nonlinearity correction enabled: true
Boxcar width: 15
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 3648
>>>>>Begin Spectral Data<<<<<
194,658	-70,09
194,923	-66,12
195,188	-59,55
195,453	-57,48
195,717	-52,06
195,982	-51,79
196,247	-49,82
196,512	-51,16
196,777	-48,86
197,042	-46,26
197,307	-45,61
197,572	-39,86
197,837	-39,35
198,101	-35,41
198,366	-32,69
198,631	-30,48
198,896	-24,02
199,161	-15,8
199,425	-7,96
199,69	1,5
199,955	0,63
200,22	-2,24
200,484	-3,69
200,749	-3,68
201,014	-1,88
201,278	-1,31
201,543	0,53
201,807	-0,47
202,072	1,26
202,337	2,08
202,601	0,83
202,866	-1,84
203,13	-2,35
203,395	-4,52
203,659	-5,06
203,924	-6,39
204,189	-4
204,453	-2,12
204,717	0,21
204,982	1,21
205,246	2,08
205,511	3,64
205,775	1,86
206,04	6,1
206,304	4,04
206,568	5,66
206,833	4,97
207,097	5,51
207,361	6,99
207,626	11,69
207,89	13,49
208,154	13,74
208,419	16,73
208,683	18,39
208,947	21,2
209,211	20,41
209,476	20,59
209,74	21,2
210,004	21,94
210,268	22,12
210,532	24,72
210,796	25,1
211,061	27,1
211,325	28,04
211,589	27,37
211,853	29,24
212,117	30,02
212,381	29,9
212,645	30,19
212,909	29,25
213,173	26,62
213,437	27,1
213,701	27,65
213,965	28,29
214,229	24,22
214,493	25,1
214,757	24,28
215,021	25,15
215,285	30,68
215,549	33,31
215,813	29,44
216,077	28,89
216,34	31,05
216,604	28,37
216,868	27,47
217,132	28,14
217,396	27,14
217,659	28,42
217,923	22,99
218,187	23,68
218,451	23,62
218,714	20,18
218,978	21,19
219,242	22,57
219,505	24,19
219,769	26,06
220,033	25,55
220,296	26,07
220,56	26,64
220,824	23,97
221,087	25,15
221,351	25,92
221,614	25,3
221,878	26,26
222,142	24,27
222,405	23,88
222,669	25,81
222,932	21,2
223,196	17,87
223,459	13,21
223,722	14,14
223,986	13,25
224,249	10,96
224,513	10,84
224,776	12,48
225,04	14,17
225,303	12,09
225,566	12,46
225,83	12,26
226,093	16,69
226,356	13,51
226,62	11,56
226,883	13,86
227,146	13,28
227,409	13,04
227,673	10,28
227,936	8,9
228,199	9,13
228,462	7
228,725	6,17
228,989	6,03
229,252	6,63
229,515	11,28
229,778	9,91
230,041	8,58
230,304	6,01
230,567	7,55
230,83	4,75
231,093	7,96
231,356	8,8
231,619	15,01
231,882	12,77
232,145	15,45
232,408	14,66
232,671	15,75
232,934	14,3
233,197	11,52
233,46	10,9
233,723	11,93
233,986	10,3
234,249	7,44
234,512	9,28
234,775	12,98
235,037	11,43
235,3	12,13
235,563	12,18
235,826	13,44
236,089	15,73
236,351	14,72
236,614	17,09
236,877	16,83
237,14	18,65
237,402	18,68
237,665	11,57
237,928	11,12
238,19	9,58
238,453	12,3
238,716	11,33
238,978	11,33
239,241	9,87
239,503	13,36
239,766	9,12
240,029	6,89
240,291	9,87
240,554	11,27
240,816	8,6
241,079	10,85
241,341	9,22
241,604	8,86
241,866	6,23
242,129	8,18
242,391	10,77
242,653	11
242,916	10,21
243,178	10,28
243,441	10,89
243,703	9,94
243,965	8,02
244,228	8,11
244,49	8,73
244,752	9,48
245,015	11,11
245,277	14,07
245,539	12,14
245,801	15,25
246,064	14,39
246,326	13,37
246,588	14,14
246,85	17,46
247,112	18,52
247,374	21,32
247,637	22,93
247,899	22,05
248,161	23,29
248,423	18,01
248,685	18,01
248,947	18,82
249,209	18,09
249,471	21,85
249,733	22,8
249,995	21,89
250,257	21,39
250,519	19,97
250,781	21,69
251,043	19,74
251,305	21,24
251,567	23,41
251,829	23,51
252,091	23,29
252,353	19,85
252,615	19,01
252,876	16,97
253,138	15,12
253,4	10,31
253,662	11,56
253,924	12,87
254,185	15,35
254,447	15,95
254,709	16,36
254,971	16,21
255,232	18,88
255,494	15,99
255,756	12,75
256,017	14,81
256,279	14,4
256,541	14,5
256,802	13,83
257,064	14,83
257,326	12,9
257,587	12,31
257,849	13,27
258,11	17,45
258,372	18,22
258,633	18,83
258,895	18,17
259,156	17,26
259,418	15,76
259,679	10,24
259,941	9,05
260,202	12,1
260,464	13,61
260,725	13,51
260,987	12,6
261,248	11,18
261,509	12,35
261,771	12,27
262,032	13,5
262,293	12,76
262,555	13,06
262,816	10,29
263,077	8,01
263,338	3,95
263,6	5,34
263,861	5,82
264,122	3,56
264,383	6,15
264,645	7,67
264,906	6,08
265,167	5,4
265,428	5,37
265,689	6,53
265,95	3,59
266,211	4,32
266,473	3,38
266,734	0,25
266,995	-3,21
267,256	-1,53
267,517	0,2
267,778	5,43
268,039	6,41
268,3	4,9
268,561	2,46
268,822	5,85
269,083	4,42
269,344	3,64
269,604	2,38
269,865	2,16
270,126	-1,38
270,387	0,38
270,648	1,19
270,909	1,17
271,17	-0,68
271,43	-3,68
271,691	-5,61
271,952	-7,38
272,213	-4,62
272,473	-7,31
272,734	-5,35
272,995	-2,97
273,256	-1,89
273,516	0,66
273,777	-2,3
274,038	-0,11
274,298	-3,45
274,559	-3,59
274,82	0,85
275,08	3,13
275,341	4,22
275,601	3,24
275,862	-0,9
276,122	-1,05
276,383	-1,2
276,643	1,61
276,904	-0,03
277,164	3,88
277,425	4,99
277,685	9,65
277,946	9,22
278,206	10,45
278,467	11,2
278,727	11,19
278,987	11,21
279,248	12,1
279,508	15,46
279,768	17,24
280,029	19,85
280,289	16,2
280,549	15,95
280,81	15,05
281,07	13,5
281,33	15,1
281,59	13,4
281,851	16,28
282,111	16,29
282,371	16,02
282,631	17,79
282,891	17,57
283,151	16,27
283,412	13,25
283,672	13,58
283,932	15,06
284,192	16,59
284,452	15,34
284,712	12,2
284,972	11,46
285,232	8,62
285,492	10,45
285,752	6,04
286,012	13,37
286,272	15,17
286,532	12,3
286,792	12,51
287,052	14,51
287,312	13,78
287,571	12,93
287,831	14,24
288,091	10,98
288,351	11,67
288,611	15,81
288,871	15,33
289,13	15,98
289,39	11,81
289,65	13,79
289,91	10,63
290,17	14
290,429	16,36
290,689	14,16
290,949	10,61
291,208	12,69
291,468	16,84
291,728	16,37
291,987	17,61
292,247	15,79
292,506	19,28
292,766	22,66
293,026	21,47
293,285	22,91
293,545	25,6
293,804	27,48
294,064	22,64
294,323	20,38
294,583	20,38
294,842	20,64
295,102	21,96
295,361	22,87
295,621	23,97
295,88	23,47
296,139	23,37
296,399	23,15
296,658	18,08
296,917	18,22
297,177	14,88
297,436	16,52
297,695	13,9
297,955	16,37
298,214	14,23
298,473	16,37
298,732	18,22
298,992	21,56
299,251	20,71
299,51	16,45
299,769	17,77
300,028	17,76
300,287	18,12
300,547	16,58
300,806	13,65
301,065	15,95
301,324	17,82
301,583	13,9
301,842	9,76
302,101	8,3
302,36	8,93
302,619	8,95
302,878	10,01
303,137	6,24
303,396	8,43
303,655	9,27
303,914	7,31
304,173	7,92
304,432	8,61
304,691	11,41
304,95	8,9
305,208	14,08
305,467	13,81
305,726	13,57
305,985	14,65
306,244	15,63
306,503	13,18
306,761	10,89
307,02	7,23
307,279	6,89
307,537	8,52
307,796	6,45
308,055	3,76
308,314	5,4
308,572	4,56
308,831	6,77
309,09	7,47
309,348	8,03
309,607	7,72
309,865	11,76
310,124	11,44
310,382	12,45
310,641	13,2
310,9	10,52
311,158	11,66
311,417	10,74
311,675	10,77
311,933	10,96
312,192	11,9
312,45	11,56
312,709	11,73
312,967	10,6
313,226	10,13
313,484	9,05
313,742	7,27
314,001	5,23
314,259	3,42
314,517	4,98
314,776	7,19
315,034	10,18
315,292	8,33
315,55	5,5
315,809	3,72
316,067	4,99
316,325	2,98
316,583	2,94
316,841	1,46
317,1	-1,44
317,358	-5,06
317,616	-6,71
317,874	-7,86
318,132	-8,44
318,39	-9,07
318,648	-9,45
318,906	-8,25
319,164	-8,3
319,422	-9,48
319,68	-11,06
319,938	-11,18
320,196	-12,67
320,454	-11,73
320,712	-13,74
320,97	-11,86
321,228	-13,82
321,486	-11,08
321,744	-9,23
322,002	-7,6
322,26	-9,6
322,517	-10,11
322,775	-12,32
323,033	-13,8
323,291	-10,78
323,549	-8,35
323,806	-5,98
