Longueur d'onde (nm),Valeurs
757,0.001246489934
758,0.001210904797
759,0.001175046898
760,0.001141121727
761,0.001114678918
762,0.001101559144
763,0.001107600518
764,0.001133800368
765,0.001166343689
766,0.001188593102
767,0.001183911227
768,0.001139807398
769,0.001069357619
770,0.000995683717
771,0.000941943261
772,0.000929363014
773,0.000951460039
774,0.000981566729
775,0.000992595567
776,0.000958055374
777,0.000877598766
778,0.000786679622
779,0.000723338744
780,0.000725572871
