Longueur d'onde (nm),Valeurs
757,0.000392994116
758,0.000385794672
759,0.000378629979
760,0.000371504226
761,0.000364463689
762,0.000357558281
763,0.000350837974
764,0.000344310887
765,0.000337857549
766,0.000331334217
767,0.000324597000
768,0.000317576894
769,0.000310653384
770,0.000304384332
771,0.000299328502
772,0.000295921433
773,0.000292738026
774,0.000287002476
775,0.000275914441
776,0.000256770174
777,0.000231104437
778,0.000206255703
779,0.000189981889
780,0.000190030507
